Price,Close,High,Low,Open,Volume
Ticker,9992.HK,9992.HK,9992.HK,9992.HK,9992.HK
Date,,,,,
2021-02-04,76.78295135498047,77.90280567239931,75.12751970619819,77.90280567239931,1553509
2021-02-05,77.90280151367188,79.85037155151367,76.92901649475097,76.92901649475097,2888667
2021-02-08,77.80542755126953,79.36348215681356,77.31853502270012,77.95149679571843,1636200
2021-02-09,76.63687896728516,78.63314125257408,75.95523241734709,77.90280247933035,1905526
2021-02-10,84.91404724121094,85.49832417242668,77.4159058707668,77.61065989491219,7667808
2021-02-11,92.6069564819336,92.6069564819336,92.6069564819336,92.6069564819336,0
2021-02-16,88.56574249267578,95.43092969229589,87.68934193901357,92.07137442488431,5974146
2021-02-17,102.24742889404297,104.77926850458884,88.80919241049837,88.80919241049837,6910704
2021-02-18,95.43093872070312,104.19500452158402,94.74929213016864,102.2474343436105,4593850
2021-02-19,96.79423522949219,98.35228981997008,90.22118615736548,93.72681084328832,3307278
2021-02-22,96.40472412109375,101.37102660509014,92.89909927529574,100.39724151295788,3802504
2021-02-23,91.82792663574219,95.38223587116512,91.73054219417733,92.50957315035731,2585204
2021-02-24,87.54328155517578,96.89161698437282,85.69308838818901,92.60696107908522,5295859
2021-02-25,93.92156219482422,97.08636350940573,87.64065178841082,90.65938386413362,3495719
2021-02-26,87.54328155517578,91.6331759837649,86.47211943620155,89.10133622181017,6354600
2021-03-01,94.89533996582031,95.38223243856314,89.15001473096663,90.6106921491951,3692196
2021-03-02,90.56201171875,97.281130203116,88.66313379962918,95.43093707997312,2309600
2021-03-03,91.87661743164062,92.31482515915168,88.12754649746095,90.56200910788804,1861588
2021-03-04,81.4084243774414,89.63691207126017,81.31104736348288,89.1013273504034,3859799
2021-03-05,72.74174499511719,78.487078649731,72.060098387532,75.9552388409121,8010470
2021-03-08,66.60689544677734,76.05260696947639,65.24359496169966,74.98144495598319,8230856
2021-03-09,59.400882720947266,66.07130822914291,56.33345860275812,64.26980753413967,12338170
2021-03-10,61.29977035522461,65.24359911077256,58.37841517116017,64.75670658009516,10658502
2021-03-11,65.7304916381836,66.60689967923746,59.400888739691844,61.299770352178406,6698422
2021-03-12,63.44210433959961,69.91777710678632,63.296035080458786,67.82413753747753,4691600
2021-03-15,63.97766876220703,72.5469793634739,61.83534482658513,66.75296183573083,12555284
2021-03-16,67.191162109375,68.06757005754912,63.782914756000906,65.77917689187586,5128594
2021-03-17,69.18743133544922,70.59941669764598,65.29229110385496,67.19116899500101,4969570
2021-03-18,68.21363830566406,72.06008586308651,68.16494608670347,69.6256235028471,4412936
2021-03-19,66.80165100097656,68.55446701174628,64.80539616417839,67.19116649552429,5018460
2021-03-22,60.27729797363281,66.21738547927818,58.913997374946035,66.16869325349307,11368688
2021-03-23,52.77914810180664,60.277293395728684,51.70798236570635,60.277293395728684,15274828
2021-03-24,49.71172332763672,55.50574479966338,46.887749066646265,55.408367785892835,12116265
2021-03-25,52.73046112060547,53.412107673213356,45.42707335956289,47.715466705478185,7435520
2021-03-26,52.19487380981445,55.2136094978972,50.198615329690575,53.26603952417734,9675318
2021-03-29,54.921478271484375,58.18365670106342,52.146188651905256,52.53570415753939,7906669
2021-03-30,58.91399383544922,59.352197838321324,55.018853747155056,56.4308427721007,6969662
2021-03-31,57.79413986206055,61.64059146134931,56.187396796453015,59.206128894039345,5654260
2021-04-01,62.857826232910156,63.00388804290964,57.5020048894568,57.79413965354097,4442782
2021-04-07,59.1087532043457,63.977674733588486,58.76792620845295,63.19865115219261,4337800
2021-04-08,61.59190368652344,62.22486544744086,58.91399483058764,59.20612959920525,3306818
2021-04-09,57.940208435058594,61.59190224399085,56.5769079271792,61.59190224399085,5003549
2021-04-12,56.57691192626953,58.23234731293753,55.116234299449886,57.94021253051265,3214400
2021-04-13,58.183658599853516,58.42710487014579,55.5057496266385,56.3821576855688,1938600
2021-04-14,59.887779235839844,60.37467174995236,58.42710169350229,58.42710169350229,2668352
2021-04-15,60.32598114013672,61.73797012481803,58.865303648679145,59.88777714976045,1747150
2021-04-16,66.16868591308594,66.5582013879843,60.13122205502551,60.61811454130102,7356202
2021-04-19,66.70427703857422,67.1911695717025,63.14996006085969,66.0226304639508,2800900
2021-04-20,65.82786560058594,66.99641207750633,64.2211188381892,66.70427360092872,2106618
2021-04-21,64.17243194580078,65.19490172159509,62.9065084945623,64.31850117931134,1411500
2021-04-22,64.41588592529297,65.68180209912096,63.14996232207426,64.85408624904291,2242039
2021-04-23,66.75297546386719,68.94399206645288,64.5132666316898,64.5132666316898,2747600
2021-04-26,66.99641418457031,68.60315356810958,64.75670560540907,68.21364549294266,2974900
2021-04-27,67.82414245605469,68.94399695149085,66.75298019366032,66.99642650008593,1944300
2021-04-28,64.95146179199219,67.82413223243098,63.63685342133267,67.82413223243098,6724816
2021-04-29,61.25107955932617,65.97393544477126,60.37467155093458,65.29228889901675,4862819
2021-04-30,62.61438751220703,63.05258785371972,59.64433986162676,61.25108682949165,2511118
2021-05-03,62.71175765991211,63.490781229284615,61.54321487646313,62.760442453965894,1657800
2021-05-04,62.90650939941406,63.442094120193424,61.835347387245285,62.71175537152517,500800
2021-05-05,62.61438751220703,63.14996488190131,60.37467871707525,62.71176454038863,638000
2021-05-06,61.34846115112305,63.101277298625696,58.86530989508809,62.41962327264547,2496197
2021-05-07,59.693023681640625,63.539475427468574,58.670550107356036,61.64059380968564,3026967
2021-05-10,58.0375862121582,60.32598325792803,55.9926391382061,59.060063463829344,3430437
2021-05-11,55.99264144897461,57.59938829817111,55.554437425130544,56.47953398331352,3539500
2021-05-12,55.79787826538086,56.82035174510743,54.0450660551789,56.041324508872655,1950100
2021-05-13,55.262298583984375,56.82035309342577,53.5581748391038,55.505744833253026,1786700
2021-05-14,53.85031509399414,55.992643049252436,53.55818030798059,55.8952660254797,1373830
2021-05-17,57.063804626464844,58.427105234480855,53.16866427749945,53.16866427749945,2485444
2021-05-18,59.595645904541016,62.71175881279257,58.37841458996581,59.69302292382896,3860600
2021-05-20,61.445831298828125,61.786658273677524,58.13496456618707,58.42709931984732,3005735
2021-05-21,63.782920837402344,66.89903002869487,62.1274855078437,62.224866241756075,4761800
2021-05-24,62.51699447631836,64.8540799789468,60.131224180974954,64.75670296412687,1999423
2021-05-25,63.14995193481445,64.75669857326201,61.932720758625315,62.5169902373182,2309681
2021-05-26,65.34097290039062,65.43834991583343,62.857825574343806,63.14995662067223,2221020
2021-05-27,65.09751892089844,66.02261903128344,63.880287798857,65.34096514530673,521600
2021-05-28,64.6593246459961,69.04135708907639,63.92898590548271,65.09752491854819,3246234
2021-05-31,67.67805480957031,67.92150104989251,63.29602248377079,64.65932291545302,2927200
2021-06-01,69.72300720214844,70.94023849907627,65.29228973896525,67.67806010918771,4670150
2021-06-02,72.01140594482422,75.5657230837858,69.1874350680788,70.1125279512346,6778172
2021-06-03,71.99422454833984,72.62875140679259,69.55374236026053,72.2870853900136,3163430
2021-06-04,73.21446990966797,74.67875930786133,70.28589111328125,71.94541611879598,2819700
2021-06-07,69.3096923828125,73.70256020989217,67.84540310711928,73.21446378466109,2919900
2021-06-08,68.18707275390625,70.23707635971934,67.65017112615755,69.30969608139652,1612800
2021-06-09,67.1132583618164,67.60135478626597,65.20968528556722,67.45492436937903,3230000
2021-06-10,63.94063186645508,68.72397833532976,63.5501532357338,67.16207126020507,3291050
2021-06-11,65.74659729003906,67.65017811534341,64.52635603577791,64.62397384656649,4475002
2021-06-15,63.01325225830078,65.60015738591534,62.476343204780505,64.62396452334065,3920600
2021-06-16,60.23110580444336,63.7454026613779,59.64538779968065,63.25730618601593,3228400
2021-06-17,61.79301071166992,63.01325557805522,59.35252842666021,59.79181598273804,10639000
2021-06-18,64.67278289794922,65.60016322077762,61.304916477732725,61.79301295243423,9066238
2021-06-21,63.06205749511719,64.42872899362496,61.98824683477554,64.18468077774003,2629348
2021-06-22,64.18467712402344,65.30730034274089,61.98824330609108,63.55015030929096,4961100
2021-06-23,68.3823013305664,69.79777776059363,62.671568101037735,64.42871793285566,5608640
2021-06-24,69.11445617675781,69.50492735525945,66.62516145112802,68.82159534512125,2627149
2021-06-25,70.48112487792969,71.06684658010262,68.62636431358482,69.11446076688837,3550569
2021-06-28,74.09303283691406,74.67874701018711,70.4811151141707,71.26207231037462,2474474
2021-06-29,71.8478012084961,73.94661758664624,70.72517780178683,73.94661758664624,1827088
2021-06-30,75.1668472290039,76.28947046288522,71.70135973479641,73.16564896653026,2466365
2021-07-02,70.285888671875,75.41090138753256,69.79779222276476,75.16685316297743,4013800
2021-07-05,72.43350982666016,73.50732796932077,69.65136156558658,70.28588843686038,3300949
2021-07-06,73.1656494140625,73.40969762084424,70.38350134630267,71.31088900072942,3171210
2021-07-07,72.23827362060547,74.14184677069284,71.45731633208925,72.57993964142106,2277600
2021-07-08,68.18707275390625,75.1668534967258,67.40612290051882,72.28708741329322,6597018
2021-07-09,67.9918441772461,69.114467620723,64.62397384681537,68.13827461731032,2865700
2021-07-12,68.33350372314453,69.50493223643696,66.82040173302771,69.30969663347517,4221020
2021-07-13,67.79659271240234,69.55374288005537,66.38111601184232,68.43111957559708,2182800
2021-07-14,66.47872924804688,68.82159349487111,66.08825063228281,68.33349708710607,1851476
2021-07-15,67.25968933105469,68.87040903451795,66.38111427027833,66.57634986255732,2920200
2021-07-16,68.91921997070312,71.70136835596293,67.3573127586065,67.7965966018408,4305730
2021-07-19,66.86921691894531,68.43112414574802,66.42993307157495,67.9430276718871,2182400
2021-07-20,68.52873992919922,68.82160078398009,64.47754527388288,66.38111848667583,1682611
2021-07-21,66.57634735107422,69.1144546415179,66.38111176616017,68.52873299125541,1083470
2021-07-22,64.91682434082031,67.89421550397712,64.0382492887609,67.06444562562301,3142604
2021-07-23,64.5263442993164,66.8692085709151,63.550151473463636,64.86801029881283,3666400
2021-07-26,56.61918640136719,63.940632918785354,55.00846667798308,63.940632918785354,8710468
2021-07-27,56.96084976196289,59.69419264688088,55.642990939783225,57.00966238224222,6910418
2021-07-28,56.814422607421875,58.96204754631852,53.251317341260616,56.91204039942079,5290810
2021-07-29,56.814422607421875,60.523954561581505,56.570374403544534,60.08466704982627,8365037
2021-07-30,55.54537582397461,57.30252224619259,54.47156143203898,56.42394717314346,3531832
2021-08-02,54.1298942565918,56.03347105814044,48.809642481348746,55.838231743439,7032450
2021-08-03,51.201316833496094,54.2763221431044,49.00488287354147,54.178704345547416,8267050
2021-08-04,52.5679817199707,53.9346531536886,50.76202649758927,50.76202649758927,7212526
2021-08-05,50.713218688964844,52.665604365353246,50.17631337273406,52.567982847205734,4119968
2021-08-06,53.88584518432617,54.666798706790004,50.32273985049227,50.762027370590715,8051333
2021-08-09,56.22870635986328,56.96085099331921,52.3727476027662,53.6906064534348,5114506
2021-08-10,55.057281494140625,56.42394933084826,53.78822773478869,56.228710004495625,3370100
2021-08-11,53.98346710205078,55.935852919295876,52.51917773911696,55.05728153586384,2488960
2021-08-12,50.27393341064453,54.71561027787687,49.29774052888445,53.2025120559248,17411580
2021-08-13,51.250125885009766,51.884652742662006,49.688218776161584,50.27393301100958,6388642
2021-08-16,53.39774703979492,53.69060413575942,49.834641821233426,51.83583632151755,3784430
2021-08-17,50.27393341064453,52.81203341366864,49.98107629089257,52.71441561504475,4603260
2021-08-18,51.88465118408203,52.665604715046804,49.39535645105406,50.37154929573007,3192860
2021-08-19,52.07988739013672,53.25131956238468,50.76202852378291,50.908458941768984,3086158
2021-08-20,49.29773712158203,52.470363768020476,48.80964071443765,51.83583694918076,5634650
2021-08-23,50.029884338378906,51.298934318283685,49.0048825747589,49.78583612209413,2481868
2021-08-24,52.42155838012695,52.714415499235535,51.25012617981233,51.25012617981233,1586650
2021-08-25,57.54656982421875,57.59537872242781,52.763223322126045,52.763223322126045,8031273
2021-08-26,54.862037658691406,57.49775903812173,54.422750141473,57.49775903812173,10569600
2021-08-27,50.90846252441406,57.10728610813843,49.83464807266778,55.64299672075027,8367918
2021-08-30,55.88703918457031,59.05966586317037,51.64060188891919,51.64060188891919,11492562
2021-08-31,57.3513298034668,58.08347443925573,54.95965658178022,55.88704053188892,5528578
2021-09-01,56.37514114379883,58.42514478674842,55.545378651147914,57.35133406403777,4111600
2021-09-02,58.278717041015625,58.913240193497366,56.765618786475606,57.0584759125349,6369640
2021-09-03,57.88823318481445,58.42513848828928,57.20489746953737,58.27871180036709,4994719
2021-09-06,57.93704605102539,59.05966935475888,57.44894961007697,58.083476472862046,4787450
2021-09-07,60.523956298828125,60.91443492579199,57.98585639520353,59.0596670335339,7842677
2021-09-08,60.03586196899414,62.134678145267195,59.84062264870916,60.52395840776645,6391924
2021-09-09,56.32632827758789,59.596572840634074,55.15489611098561,59.596572840634074,5671311
2021-09-10,58.522762298583984,59.5477640497462,56.3263283787163,56.3263283787163,4186031
2021-09-13,59.98705291748047,60.1822922372694,57.10728319126458,57.83942784756284,3971928
2021-09-14,57.54656982421875,60.47514840332525,56.814425179442125,59.840621554966745,4218061
2021-09-15,57.83942794799805,59.206099465013416,57.497761930684355,57.54657082974627,3611200
2021-09-16,57.59538269042969,59.54776854434255,57.05847732537974,58.473957814242674,2988800
2021-09-17,58.522762298583984,58.57157119647167,56.6679943878103,57.59537834319715,16395265
2021-09-20,57.00966262817383,58.96204828360608,56.13108759367727,58.57156966296759,629600
2021-09-21,54.813228607177734,58.22990349429598,53.934653575223855,56.57037494720539,1596600
2021-09-23,53.64179992675781,56.619187489625865,53.44656060443131,55.00846773528265,3880373
2021-09-24,54.22751235961914,55.93584985615724,53.885846349863606,54.276321257601325,4238673
2021-09-27,53.73941421508789,55.64299096661658,53.007269597106095,55.64299096661658,4053400
2021-09-28,52.90965270996094,55.39894370893438,52.71441339704769,55.39894370893438,2443963
2021-09-29,51.98227310180664,53.20251425443121,50.371553290790025,52.714417793381386,4128805
2021-09-30,51.98227310180664,52.37275176019869,50.42036591599938,51.98227310180664,3020553
2021-10-04,52.71441650390625,53.34894337730172,51.542984281265596,51.98227183024089,2970650
2021-10-05,52.5191764831543,53.153703348136816,50.762030034430836,52.71441580498586,1777600
2021-10-06,51.68941116333008,52.909652202483855,51.347741438038945,52.56798247719272,1586800
2021-10-07,54.081085205078125,54.178703000211115,51.93346019723066,51.93346019723066,1665562
2021-10-08,52.66560363769531,55.64299100827432,52.42155543151868,54.17870177121448,2422656
2021-10-11,52.71441650390625,53.93465762668186,52.51917717948608,52.665607603771306,3571400
2021-10-12,52.763221740722656,53.93465388203149,51.98226822114347,52.6656039472303,2502600
2021-10-15,53.49536895751953,54.37394403707286,51.933461842625064,53.056081417742874,3125584
2021-10-18,52.47037124633789,53.78823024390298,51.933465866732874,53.495373102653026,2576600
2021-10-19,52.958465576171875,53.25132270554973,51.73822443386377,52.71441734771025,3847800
2021-10-20,52.07988739013672,53.788224888533264,51.54298206398814,53.49536777644133,6712275
2021-10-21,49.78583908081055,52.665608948888426,48.8096461576574,52.226321388693414,7744984
2021-10-22,49.590599060058594,50.56679196960258,46.222732777355745,50.07869551483059,6306739
2021-10-25,49.34654998779297,49.785837534342654,48.37035709496272,49.297741087927534,2191216
2021-10-26,49.20012283325195,50.225124616469635,48.809644190178396,49.3465495314943,2416420
2021-10-27,47.15011215209961,49.20011929498745,45.49058362420375,49.20011929498745,8466400
2021-10-28,46.1251106262207,47.93106584901806,46.07630173012241,47.10130344370686,2677800
2021-10-29,44.85606384277344,46.85725851368605,44.07511027898807,46.1251138494097,4734400
2021-11-01,47.34535217285156,47.39416106949085,44.221534377495644,44.85606120544673,8178172
2021-11-02,54.5203742980957,54.66680472888601,49.785840020949756,49.785840020949756,28806848
2021-11-03,52.958465576171875,54.52037274877408,51.250127976940526,54.52037274877408,35824880
2021-11-04,53.934654235839844,56.61918453717124,53.44655781741596,54.22751134211815,12061920
2021-11-05,55.54537582397461,56.37513827439191,53.69060788037324,53.69060788037324,8847595
2021-11-08,56.7168083190918,58.22991035505334,55.00847067425312,55.642997574745415,7471026
2021-11-09,58.278717041015625,58.96205281774091,56.71680616223206,57.59538126429034,7966099
2021-11-10,58.425140380859375,58.81561900906081,57.546569053226406,58.278713688193974,6146062
2021-11-11,56.912044525146484,58.766812498624056,56.277521383394934,58.42514275409906,10187817
2021-11-12,55.789424896240234,57.44894982249677,54.91084980973238,57.156092701620935,11077812
2021-11-15,59.74300765991211,60.035864792171,56.033475295578455,56.13109309837126,7136210
2021-11-16,58.522762298583984,59.840621160952516,57.741808760740405,59.840621160952516,4369115
2021-11-17,56.7168083190918,57.88824059175728,55.49656714420703,57.88824059175728,21459452
2021-11-18,54.71561050415039,56.17989983284601,54.17870516173806,56.17989983284601,2895154
2021-11-19,55.25251770019531,55.54537855486372,53.20251406079927,54.08108917704355,5057674
2021-11-22,54.081085205078125,55.252513642194764,53.15370125579397,55.252513642194764,2882700
2021-11-23,54.910850524902344,55.20370764959242,52.71441650390625,53.73941830226169,3815800
2021-11-24,54.03227615356445,55.447756619795264,53.83704055039918,54.47156370844718,612000
2021-11-25,55.935848236083984,56.22870533937529,53.78822327214754,54.032271478870314,2810300
2021-11-26,49.9810791015625,55.642997389391105,49.7858397694552,55.0084704910125,8353172
2021-11-29,53.690608978271484,54.66680186878551,49.49298029383724,49.981076739094256,8183068
2021-11-30,52.616798400878906,56.03347352499103,52.32393755399358,53.690609093190574,4409774
2021-12-01,53.00727081298828,54.47156008253978,52.079886864162965,52.079886864162965,4876400
2021-12-02,49.444175720214844,53.15370828395831,49.15131484833244,53.007277848017104,6900944
2021-12-03,48.907264709472656,50.61560235115516,47.540596830454966,49.98107917571569,4329801
2021-12-06,47.83345031738281,48.80964318100287,46.56440033945279,47.83345031738281,3180442
2021-12-07,46.85725784301758,48.7120257888558,45.68582565216608,47.83345071474711,4166540
2021-12-08,46.46677780151367,47.638209956988845,46.32035110950438,46.85725642796545,2583180
2021-12-09,48.22392654418945,49.7370246624638,46.662015806067494,46.662015806067494,4215880
2021-12-10,46.85725784301758,48.27273825180146,46.32035250834239,47.44297207650318,3863905
2021-12-13,45.14891815185547,47.784639523874944,45.10010925538624,46.85725559543919,4601000
2021-12-14,45.197731018066406,45.881066800293674,43.78225055285573,45.00249169116141,7099391
2021-12-15,45.1001091003418,45.53939661481488,43.68462876431967,44.56320379326584,4906461
2021-12-16,46.22273254394531,46.22273254394531,43.977489608108,45.10011293796686,4969040
2021-12-17,45.197731018066406,47.05249903784322,44.319159632814575,46.85725971093822,5766723
2021-12-20,44.07510757446289,45.05130040026379,43.48938964465428,44.27034316051899,5481257
2021-12-21,45.34416198730469,45.83225844847292,43.587015471875155,43.879872603799996,4185010
2021-12-22,44.319156646728516,46.466777926342175,44.02629581416286,45.34415838906779,1986829
2021-12-23,44.22153854370117,44.807256530194714,43.73344208356345,44.319160070056995,2502400
2021-12-24,44.5143928527832,44.5143928527832,44.5143928527832,44.5143928527832,0
2021-12-28,43.147727966308594,44.85606558254574,43.0501064396239,44.66082625305683,3112115
2021-12-29,40.6584358215332,43.391775199915514,39.87747852152649,43.391775199915514,3493150
2021-12-30,42.220340728759766,43.05010316104458,40.56081214030993,40.65843365956003,2650334
2021-12-31,43.782249450683594,43.782249450683594,43.782249450683594,43.782249450683594,0
2022-01-03,45.881065368652344,46.369161808744394,43.39177426895897,43.635822489004994,3474352
2022-01-04,42.952484130859375,47.97987864936427,42.80605371813396,46.22272859217959,7008221
2022-01-05,41.439388275146484,43.29415250271946,40.60962209733622,42.952486486131896,4054648
2022-01-06,41.195343017578125,41.63463058753814,38.266764183018736,41.04891258629793,7068159
2022-01-07,41.8786735534668,43.391771682794925,41.19533783328891,41.43938603878958,4693899
2022-01-10,43.050106048583984,43.440584704014945,41.00010241727254,42.806057819909746,4169844
2022-01-11,44.22153854370117,44.56320830012586,42.56200983445684,43.879872511156954,6969716
2022-01-12,47.3941650390625,47.88226149409689,45.00249166461794,45.00249166461794,8478020
2022-01-13,45.197731018066406,47.97988304773162,44.709634562744135,47.39416506701664,4001000
2022-01-14,44.61201477050781,45.53939873901352,43.489391483809285,44.07510943838775,4237918
2022-01-17,44.807254791259766,47.00368877663759,44.075110129467156,45.19772970988763,4536800
2022-01-18,47.05249786376953,48.223930072089004,44.807254970087406,45.63701743387852,5473390
2022-01-19,41.97629165649414,48.223927253059266,41.78105234587396,47.150112906588326,14978721
2022-01-20,41.14653015136719,42.464389010414166,38.21795159892483,42.31795859323997,25613474
2022-01-21,42.9036750793457,43.78224638087915,40.31676262309038,40.804859031902325,8815512
2022-01-24,41.73224639892578,42.70843929714627,41.19534104968059,42.46439107259115,4248400
2022-01-25,41.14653015136719,43.24534254628942,40.804860419254126,41.634626576774245,4189037
2022-01-26,42.073909759521484,42.41557948659147,41.00009912902758,41.63462596224316,3083619
2022-01-27,39.24295425415039,41.48819711811963,38.75485781746663,41.48819711811963,5395250
2022-01-28,36.80247116088867,39.242953283973065,36.2167532170203,39.242953283973065,5186470
2022-01-31,37.58342361450195,37.58342361450195,37.58342361450195,37.58342361450195,0
2022-02-04,38.6572380065918,39.48700422000396,37.04652192858073,38.0715237462024,7340800
2022-02-07,38.901283264160156,39.975097624688594,38.31556904851204,39.24295299318837,5186723
2022-02-08,37.778663635253906,39.43819220726023,37.68104211697109,38.90128316640513,5143839
2022-02-09,37.632232666015625,39.43819162693161,37.14413625342429,38.36437728490262,6114428
2022-02-10,36.55842208862305,36.90008808826584,33.532222092855044,36.90008808826584,21319807
2022-02-11,36.99771499633789,37.5834292878957,36.02152202782112,36.119139835120535,6931040
2022-02-14,39.19414520263672,39.63342901483731,37.14413794221945,37.24175946350424,8001630
2022-02-15,40.80485916137695,41.48819488065792,38.657234211013936,39.19414324151475,8143260
2022-02-16,41.195343017578125,41.781057294937774,40.26795897519154,41.732248392471234,4140714
2022-02-17,40.707244873046875,41.4393895516129,39.53581264256516,41.195341325424224,3996766
2022-02-18,39.487003326416016,40.9512926681332,39.242955102796486,40.51200512084197,2492400
2022-02-21,38.99890899658203,39.68224480459379,37.63223738055851,39.68224480459379,4340800
2022-02-22,37.82747268676758,38.998904843778995,36.94889763803897,38.998904843778995,2917628
2022-02-23,38.217952728271484,39.34057230555319,37.63223476614684,37.82747408685505,1433233
2022-02-24,36.70484924316406,38.02271180965084,35.82627792271969,37.72985470283606,3828996
2022-02-25,37.82747268676758,38.364378005932764,36.46080121627423,36.46080121627423,3333400
2022-02-28,38.217952728271484,38.559618746600634,37.046520527902494,37.77866518764807,2362147
2022-03-01,40.707244873046875,41.341768026809184,38.21795371069848,38.21795371069848,3978560
2022-03-02,39.09652328491211,40.90248230962534,38.99890548849744,40.90248230962534,2017418
2022-03-03,39.97509765625,40.56081187236055,38.16913866279548,39.04771371084148,2867980
2022-03-04,39.68224334716797,40.31676650539691,38.31557178133875,38.51081110844012,3325500
2022-03-07,37.82747268676758,38.998904843778995,36.21675300539186,38.12032979505039,4014182
2022-03-08,35.679847717285156,39.04771377516957,35.38699060874742,36.900088772759204,4906921
2022-03-09,34.65484619140625,36.55842299458348,32.311981860745014,36.55842299458348,8335361
2022-03-10,35.240562438964844,36.607233997766976,34.21556063180345,36.11913754446341,3188500
2022-03-11,35.19175338745117,35.53342313762628,32.653653330712324,33.97151225942665,6093978
2022-03-14,35.240562438964844,35.240562438964844,35.240562438964844,35.240562438964844,0
2022-03-15,29.969120025634766,32.55602873900301,26.79649339166763,28.309591503091333,21157539
2022-03-16,31.823888778686523,33.09294259670849,28.309595637390306,31.238174496430684,27737528
2022-03-17,32.311981201171875,34.94770258839366,31.775075889153396,33.97150975785819,16555204
2022-03-18,32.311981201171875,33.141747341455094,31.726266992402646,32.214363407670376,19863942
2022-03-21,31.579837799072266,33.532223535617824,31.140552125513594,33.532223535617824,6516565
2022-03-22,32.946510314941406,32.99531921507636,31.238172743055557,31.531029867745627,3141380
2022-03-23,34.557228088378906,35.33818161702269,33.190556620342164,33.43460483078586,4233948
2022-03-24,34.26436996459961,35.191753982351315,34.06913435991964,34.654848621720475,3952531
2022-03-25,32.2143669128418,34.50841882465863,31.823888248588474,33.288177653717646,3793400
2022-03-28,30.261978149414062,34.41079773441438,28.992928197601763,32.0191245229911,18470720
2022-03-29,32.5560302734375,32.5560302734375,29.871501780108606,30.310787448352194,8774390
2022-03-30,35.48461151123047,36.216756208633136,33.04412918655491,33.385798946337786,10686136
2022-03-31,33.58103561401367,35.4846086971973,33.28817477917293,35.4846086971973,5281758
2022-04-01,34.21555709838867,34.361987508810145,32.06793218086053,32.60484120315259,3208776
2022-04-04,36.16794204711914,36.21675094173842,34.50841356290397,34.703652865261034,12259316
2022-04-06,36.119136810302734,36.41199393155615,34.94770460140874,36.119136810302734,3125050
2022-04-07,34.996517181396484,37.48581228353926,33.82508857318897,36.11914060878953,6364440
2022-04-08,36.656044006347656,37.29057090437471,33.971513432031,34.70365813411736,7544842
2022-04-11,32.311981201171875,36.119134729812245,31.726266992402646,35.97270431567988,9526716
2022-04-12,34.85008239746094,36.119132245079655,32.21436119155753,32.409600489009605,7684227
2022-04-13,33.92270278930664,34.947704574854946,33.483415245820126,34.850086775804755,6202801
2022-04-14,35.97270584106445,36.41199337820896,34.11794161872582,34.31318093788786,5395340
2022-04-19,33.629844665527344,35.53342148128931,33.28817493127866,34.410798206283985,6639050
2022-04-20,33.92270278930664,35.191752796360745,33.28817592383942,33.72746346732593,3622143
2022-04-21,31.579837799072266,33.97151107111662,31.384602204521922,33.19055752127446,7465850
2022-04-22,31.823888778686523,32.21436744944414,30.554838684545146,31.18936559355613,5065600
2022-04-25,30.261978149414062,31.726267414708293,29.920310281790726,31.726267414708293,3618050
2022-04-26,32.458412170410156,35.14294250029371,30.603646133060455,31.042931797150068,7883589
