年月,粉絲數
2023-01,19800
2023-02,3200
2023-03,2800
2023-04,11400
2023-05,72500
2023-06,78500
2023-07,68500
2023-08,93000
2023-09,70400
2023-10,80400
2023-11,64300
2023-12,74500
2024-01,75000
2024-02,48600
2024-03,56800
2024-04,107700
2024-05,49000
2024-06,200000
2024-07,100000
2024-08,100000
2024-09,100000
2024-10,100000
2024-11,100000
2024-12,100000
2025-01,100000
2025-02,100000
2025-03,200000
2025-04,200000
2025-05,100000
2025-06,100000
